id,parent_id,leaf,name,label,detail,link,pmid,sort,root_url,sample_url,field_type,keyword_searchable,value_type,version
129,83,True,flanking_20000_PANTHER_pathway_list_id,Flanking region 20000 PANTHER Pathways,The PANTHER Pathway annotations queried through PANTHER API for the gene(s) when the variant is within the gene region plus 20k flanking regions on either end.,,,,https://pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=,,text,True,term_id,"PANTHER UPL 19, released 2024-06-20"
131,83,True,flanking_20000_REACTOME_pathway_list_id,Flanking region 20000 Reactome pathways,The Reactome Pathway annotations queried through PANTHER API for the gene(s) when the variant is within the gene region plus 20k flanking regions on either end.,,,,https://reactome.org/PathwayBrowser/#/,,text,True,term_id,"Reactome database version 86, released 2023-09-07"
133,132,True,VEP_canonical,,"""canonical transcript used in Ensembl. Multiple entries separated by "";"", matching Ensembl_transcriptid. See https://useast.ensembl.org/Help/Glossary?id=521""",,,,,,text,True,,
134,132,True,VEP_ensembl_Amino_Acid_Change,,"""amino acid change as to a transcript. Multiple annotations are separated by ""|"" The order corresponds to VEP_ensembl_Transcript_ID ""*"" represents a stop codon""",,,,,,text,True,,
135,132,True,VEP_ensembl_CANONICAL,,"""whether a transcript is canonical. Multiple annotations are separated by ""|"" The order corresponds to VEP_ensembl_Transcript_ID""",,,,,,text,True,,
136,132,True,VEP_ensembl_CCDS,,"""CCDS IDs corresponding to transcripts. Multiple IDs are separated by ""|"" The order corresponds to VEP_ensembl_Transcript_ID""",,,,,,text,True,,
137,132,True,VEP_ensembl_CDS_position,,"""CDS position as to a transcript. Multiple annotations are separated by ""|"" The order corresponds to VEP_ensembl_Transcript_ID""",,,,,,text,True,,
138,132,True,VEP_ensembl_Codon_Change_or_Distance,,"""codon change or distance as to a transcript. Multiple annotations are separated by ""|"" The order corresponds to VEP_ensembl_Transcript_ID""",,,,,,text,True,,
139,132,True,VEP_ensembl_Consequence,,"""VEP consequence with Ensembl as gene model. Multiple consequences are separated by ""|"" The order corresponds to VEP_ensembl_Transcript_ID""",,,,,,text,True,,
140,132,True,VEP_ensembl_Exon_or_Intron_Rank,,"""exon (intron) rank as to a transcript. Multiple annotations are separated by ""|"" The order corresponds to VEP_ensembl_Transcript_ID""",,,,,,text,True,,
147,132,True,VEP_ensembl_Gene_ID,,"""Ensembl gene IDs corresponding to transcripts. Multiple IDs are separated by ""|"" The order corresponds to VEP_ensembl_Transcript_ID""",,,,http://uswest.ensembl.org/Homo_sapiens/Gene/Summary?g=,http://uswest.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000158270,text,True,,
148,132,True,VEP_ensembl_Gene_Name,,"""Ensembl gene names corresponding to transcripts. Multiple gene names are separated by ""|"" The order corresponds to VEP_ensembl_Transcript_ID""",,,,,,text,True,,
149,132,True,VEP_ensembl_HGVSc,,"""variant in format of HGVSc. Multiple annotations are separated by ""|"" The order corresponds to VEP_ensembl_Transcript_ID""",,,,,,text,True,,
150,132,True,VEP_ensembl_HGVSp,,"""variant in format of HGVSp. Multiple annotations are separated by ""|"" The order corresponds to VEP_ensembl_Transcript_ID""",,,,,,text,True,,
151,132,True,VEP_ensembl_LoF,,"""LOF by LOFTEE. Multiple annotations are separated by ""|"" The order corresponds to VEP_ensembl_Transcript_ID""",,,,,,text,True,,
152,132,True,VEP_ensembl_LoF_filter,,"""LOF filter by LOFTEE. Multiple annotations are separated by ""|"" The order corresponds to VEP_ensembl_Transcript_ID""",,,,,,text,True,,
153,132,True,VEP_ensembl_LoF_flags,,"""LOF flags by LOFTEE. Multiple annotations are separated by ""|"" The order corresponds to VEP_ensembl_Transcript_ID""",,,,,,text,True,,
154,132,True,VEP_ensembl_LoF_info,,"""LOF information by LOFTEE. Multiple annotations are separated by ""|"" The order corresponds to VEP_ensembl_Transcript_ID""",,,,,,text,True,,
163,132,True,VEP_ensembl_Protein_ID,,"""Ensembl protein IDs corresponding to transcripts. Multiple IDs are separated by ""|"" The order corresponds to VEP_ensembl_Transcript_ID""",,,,,,text,True,,
164,132,True,VEP_ensembl_Protein_position,,"""protein position as to a transcript. Multiple annotations are separated by ""|"" The order corresponds to VEP_ensembl_Transcript_ID""",,,,,,text,True,,
167,132,True,VEP_ensembl_STRAND,,"""strand of CDS as to a transcript. Multiple annotations are separated by ""|"" The order corresponds to VEP_ensembl_Transcript_ID""",,,,,,text,True,,
168,132,True,VEP_ensembl_SWISSPROT,,"""SWISSPROT IDs corresponding to transcripts. Multiple IDs are separated by ""|"" The order corresponds to VEP_ensembl_Transcript_ID""",,,,,,text,True,,
169,132,True,VEP_ensembl_Transcript_ID,,"""Ensembl transcript IDs corresponding to consequences. Multiple IDs are separated by ""|""""",,,,,,text,True,,
170,132,True,VEP_ensembl_cDNA_position,,"""cDNA position as to a transcript. Multiple annotations are separated by ""|"" The order corresponds to VEP_ensembl_Transcript_ID""",,,,,,text,True,,
171,132,True,VEP_ensembl_summary,,"""VEP consequence summary with Ensembl as gene model. Format: GeneID(total number of transcripts):consequence#1(number of transcripts affected) consequence#2(number of transcripts affected)... Multiple genes are separated by ""|""""",,,,,,text,True,,
142,132,True,VEP_ensembl_GO_biological_process_complete_list_id,VEP ensembl GO biological process complete,"The complete GO biological process annotations queried through PANTHER API for IDs corresponding to VEP_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO database released 2024-06-17, DOI: 10.5281/zenodo.12173881"
144,132,True,VEP_ensembl_GO_cellular_component_complete_list_id,VEP ensembl GO cellular component complete,"The complete GO cellular component annotations queried through PANTHER API for IDs corresponding to VEP_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO database released 2024-06-17, DOI: 10.5281/zenodo.12173881"
146,132,True,VEP_ensembl_GO_molecular_function_complete_list_id,VEP ensembl GO molecular function complete,"The complete GO molecular function annotations queried through PANTHER API for IDs corresponding to VEP_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO database released 2024-06-17, DOI: 10.5281/zenodo.12173881"
156,132,True,VEP_ensembl_PANTHER_GO_SLIM_biological_process_list_id,VEP ensembl PANTHER GO-Slim Biological Process,"The PANTHER GO-Slim Biological Process annotations queried through PANTHER API for IDs corresponding to VEP_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO release 2024-01-17, released 2024-06-20"
158,132,True,VEP_ensembl_PANTHER_GO_SLIM_cellular_component_list_id,VEP ensembl PANTHER GO-Slim Cellular Component,"The PANTHER GO-Slim Cellular Component annotations queried through PANTHER API for IDs corresponding to VEP_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO release 2024-01-17, released 2024-06-20"
160,132,True,VEP_ensembl_PANTHER_GO_SLIM_molecular_function_list_id,VEP ensembl PANTHER GO-Slim Molecular Function,"The PANTHER GO-Slim Molecular Function annotations queried through PANTHER API for IDs corresponding to VEP_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO release 2024-01-17, released 2024-06-20"
641,132,True,VEP_ensembl_PANTHER_protein_class_list_id,VEP ensembl PANTHER Protein Class,"The PANTHER Protein Class annotations queried through PANTHER API for IDs corresponding to VEP_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of PANTHER Protein Class terms from all genes is shown here.",,,,https://pantherdb.org/panther/category.do?categoryAcc=,,text,True,term_id,"PANTHER UPL 19, released 2024-06-20"
162,132,True,VEP_ensembl_PANTHER_pathway_list_id,VEP ensembl PANTHER Pathways,"The PANTHER pathway annotations queried through PANTHER API for IDs corresponding to VEP_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of PANTHER Pathways from all genes is shown here.",,,,https://pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=,,text,True,term_id,"PANTHER UPL 19, released 2024-06-20"
166,132,True,VEP_ensembl_REACTOME_pathway_list_id,VEP ensembl Reactome pathways,"The Reactome Pathway annotations queried through PANTHER API for IDs corresponding to VEP_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of Reactome Pathways from all genes is shown here.",,,,https://reactome.org/PathwayBrowser/#/,,text,True,term_id,"Reactome database version 86, released 2023-09-07"
172,132,True,VEP_refseq_Amino_Acid_Change,,"""amino acid change as to a transcript. Multiple annotations are separated by ""|"" The order corresponds to VEP_refseq_Transcript_ID ""*"" represents a stop codon""",,,,,,text,True,,
173,132,True,VEP_refseq_CANONICAL,,"""whether a transcript is canonical. Multiple annotations are separated by ""|"" The order corresponds to VEP_refseq_Transcript_ID""",,,,,,text,True,,
174,132,True,VEP_refseq_CDS_position,,"""CDS position as to a transcript. Multiple annotations are separated by ""|"" The order corresponds to VEP_refseq_Transcript_ID""",,,,,,text,True,,
175,132,True,VEP_refseq_Codon_Change_or_Distance,,"""codon change or distance as to a transcript. Multiple annotations are separated by ""|"" The order corresponds to VEP_refseq_Transcript_ID""",,,,,,text,True,,
176,132,True,VEP_refseq_Consequence,,"""VEP consequence with RefSeq as gene model. Multiple consequences are separated by ""|"" The order corresponds to VEP_refseq_Transcript_ID""",,,,,,text,True,,
177,132,True,VEP_refseq_Exon_or_Intron_Rank,,"""exon (intron) rank as to a transcript. Multiple annotations are separated by ""|"" The order corresponds to VEP_refseq_Transcript_ID""",,,,,,text,True,,
184,132,True,VEP_refseq_Gene_ID,,"""RefSeq gene IDs corresponding to transcripts. Multiple IDs are separated by ""|"" The order corresponds to VEP_refseq_Transcript_ID""",,,,,,text,True,,
185,132,True,VEP_refseq_Gene_Name,,"""RefSeq gene names corresponding to transcripts. Multiple gene names are separated by ""|"" The order corresponds to VEP_refseq_Transcript_ID""",,,,,,text,True,,
186,132,True,VEP_refseq_HGVSc,,"""variant in format of HGVSc. Multiple annotations are separated by ""|"" The order corresponds to VEP_refseq_Transcript_ID""",,,,,,text,True,,
187,132,True,VEP_refseq_HGVSp,,"""variant in format of HGVSp. Multiple annotations are separated by ""|"" The order corresponds to VEP_refseq_Transcript_ID""",,,,,,text,True,,
188,132,True,VEP_refseq_LoF,,"""LOF by LOFTEE. Multiple annotations are separated by ""|"" The order corresponds to VEP_refseq_Transcript_ID""",,,,,,text,True,,
189,132,True,VEP_refseq_LoF_filter,,"""LOF filter by LOFTEE. Multiple annotations are separated by ""|"" The order corresponds to VEP_refseq_Transcript_ID""",,,,,,text,True,,
190,132,True,VEP_refseq_LoF_flags,,"""LOF flags by LOFTEE. Multiple annotations are separated by ""|"" The order corresponds to VEP_refseq_Transcript_ID""",,,,,,text,True,,
191,132,True,VEP_refseq_LoF_info,,"""LOF information by LOFTEE. Multiple annotations are separated by ""|"" The order corresponds to VEP_refseq_Transcript_ID""",,,,,,text,True,,
201,132,True,VEP_refseq_Protein_position,,"""protein position as to a transcript. Multiple annotations are separated by ""|"" The order corresponds to VEP_refseq_Transcript_ID""",,,,,,text,True,,
204,132,True,VEP_refseq_STRAND,,"""strand of CDS as to a transcript. Multiple annotations are separated by ""|"" The order corresponds to VEP_refseq_Transcript_ID""",,,,,,text,True,,
205,132,True,VEP_refseq_Transcript_ID,,"""RefSeq transcript IDs corresponding to consequences. Multiple IDs are separated by ""|""""",,,,https://www.ncbi.nlm.nih.gov/nuccore/,https://www.ncbi.nlm.nih.gov/nuccore/NM_130386,text,True,,
206,132,True,VEP_refseq_cDNA_position,,"""cDNA position as to a transcript. Multiple annotations are separated by ""|"" The order corresponds to VEP_refseq_Transcript_ID""",,,,,,text,True,,
207,132,True,VEP_refseq_summary,,"""VEP consequence summary with RefSeq as gene model. Format: GeneID(total number of transcripts):consequence#1(number of transcripts affected) consequence#2(number of transcripts affected)... Multiple genes are separated by ""|""""",,,,,,text,True,,
179,132,True,VEP_refseq_GO_biological_process_complete_list_id,VEP refseq GO biological process complete,"The complete GO biological process annotations queried through PANTHER API for IDs corresponding to  VEP_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO database released 2024-06-17, DOI: 10.5281/zenodo.12173881"
181,132,True,VEP_refseq_GO_cellular_component_complete_list_id,VEP refseq GO cellular component complete,"The complete GO cellular component annotations queried through PANTHER API for IDs corresponding to VEP_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO database released 2024-06-17, DOI: 10.5281/zenodo.12173881"
183,132,True,VEP_refseq_GO_molecular_function_complete_list_id,VEP refseq GO molecular function complete,"The complete GO molecular function annotations queried through PANTHER API for IDs corresponding to VEP_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO database released 2024-06-17, DOI: 10.5281/zenodo.12173881"
193,132,True,VEP_refseq_PANTHER_GO_SLIM_biological_process_list_id,VEP refseq PANTHER GO-Slim Biological Process,"The PANTHER GO-Slim Biological Process annotations queried through PANTHER API for IDs corresponding to VEP_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here..",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO release 2024-01-17, released 2024-06-20"
195,132,True,VEP_refseq_PANTHER_GO_SLIM_cellular_component_list_id,VEP refseq PANTHER GO-Slim Cellular Component,"The PANTHER GO-Slim Cellular Component annotations queried through PANTHER API for IDs corresponding to VEP_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO release 2024-01-17, released 2024-06-20"
197,132,True,VEP_refseq_PANTHER_GO_SLIM_molecular_function_list_id,VEP refseq PANTHER GO-Slim Molecular Function,"The PANTHER GO-Slim Molecular Function annotations queried through PANTHER API for IDs corresponding to VEP_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO release 2024-01-17, released 2024-06-20"
642,132,True,VEP_refseq_PANTHER_protein_class_list_id,VEP refseq PANTHER Protein Class,"The PANTHER Protein Class annotations queried through PANTHER API for IDs corresponding to VEP_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of PANTHER Protein Class terms from all genes is shown here.",,,,https://pantherdb.org/panther/category.do?categoryAcc=,,text,True,term_id,"PANTHER UPL 19, released 2024-06-20"
199,132,True,VEP_refseq_PANTHER_pathway_list_id,VEP refseq PANTHER Pathways,"The PANTHER pathway annotations queried through PANTHER API for IDs corresponding to VEP_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of PANTHER Pathways from all genes is shown here.",,,,https://pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=,,text,True,term_id,"PANTHER UPL 19, released 2024-06-20"
203,132,True,VEP_refseq_REACTOME_pathway_list_id,VEP refseq Reactome pathways,"The Reactome Pathway annotations queried through PANTHER API for IDs corresponding to VEP_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of Reactome Pathways from all genes is shown here.",,,,https://reactome.org/PathwayBrowser/#/,,text,True,term_id,"Reactome database version 86, released 2023-09-07"
209,208,True,SnpEff_ensembl_CDS_position/CDS_len,,"""CDS position and length as to a transcript. Format: CDS position/CDS length Multiple annotations are separated by ""|"" The order corresponds to SnpEff_ensembl_Transcript_ID""",,,,,,text,True,,
210,208,True,SnpEff_ensembl_Distance_to_feature,,"""distance to feature. Multiple annotations are separated by ""|"" The order corresponds to SnpEff_ensembl_Transcript_ID""",,,,,,text,True,,
211,208,True,SnpEff_ensembl_Effect,,"""SnpEff consequence with Ensembl as gene model. Multiple consequences are separated by ""|"" The order corresponds to SnpEff_ensembl_Transcript_ID""",,,,,,text,True,,
212,208,True,SnpEff_ensembl_Effect_impact,,"""consequence impacts predicted by SnpEff. Multiple impacts are separated by ""|"" The order corresponds to SnpEff_ensembl_Transcript_ID""",,,,,,text,True,,
213,208,True,SnpEff_ensembl_Exon_or_intron_rank/total,,"""exon (intron) rank and total number as to a transcript. Format: exon or intron rank / total exon or intron number Multiple annotations are separated by ""|"" The order corresponds to SnpEff_ensembl_Transcript_ID""",,,,,,text,True,,
220,208,True,SnpEff_ensembl_Gene_ID,,"""Ensembl gene IDs corresponding to transcripts. Multiple IDs are separated by ""|"" The order corresponds to SnpEff_ensembl_Transcript_ID""",,,,http://uswest.ensembl.org/Homo_sapiens/Gene/Summary?g=,http://uswest.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000158270,text,True,,
221,208,True,SnpEff_ensembl_Gene_name,,"""Ensembl gene names corresponding to transcripts. Multiple gene names are separated by ""|"" The order corresponds to SnpEff_ensembl_Transcript_ID""",,,,,,text,True,,
222,208,True,SnpEff_ensembl_HGVSc,,"""variant in format of HGVSc. Multiple annotations are separated by ""|"" The order corresponds to SnpEff_ensembl_Transcript_ID""",,,,,,text,True,,
223,208,True,SnpEff_ensembl_HGVSp,,"""variant in format of HGVSp. Multiple annotations are separated by ""|"" The order corresponds to SnpEff_ensembl_Transcript_ID""",,,,,,text,True,,
224,208,True,SnpEff_ensembl_LOF/NMD,,"""LOF or NMD by SnpEff.""",,,,,,text,True,,
225,208,True,SnpEff_ensembl_LOF/NMD_gene_ID,,"""gene ID corresponding to SnpEff_ensembl_LOF/NMD.""",,,,,,text,True,,
226,208,True,SnpEff_ensembl_LOF/NMD_gene_name,,"""gene name corresponding to SnpEff_ensembl_LOF/NMD.""",,,,,,text,True,,
227,208,True,SnpEff_ensembl_LOF/NMD_num_transcripts_affected,,"""number of transcripts affected corresponding to SnpEff_ensembl_LOF/NMD.""",,,,,,text,True,,
228,208,True,SnpEff_ensembl_LOF/NMD_percent_transcripts_affected,,"""percentage of transcripts affected corresponding to SnpEff_ensembl_LOF/NMD.""",,,,,,text,True,,
237,208,True,SnpEff_ensembl_Protein_position/Protein_len,,"""protein position and length as to a transcript. Format: protein position/protein length Multiple annotations are separated by ""|"" The order corresponds to SnpEff_ensembl_Transcript_ID""",,,,,,text,True,,
240,208,True,SnpEff_ensembl_Sequence_feature,,"""SnpEff consequence features. Multiple features are separated by ""|"" The order corresponds to SnpEff_ensembl_Transcript_ID""",,,,,,text,True,,
241,208,True,SnpEff_ensembl_Sequence_feature_impact,,"""sequence feature impacts predicted by SnpEff. Multiple impacts are separated by ""|"" The order corresponds to SnpEff_ensembl_Transcript_ID""",,,,,,text,True,,
242,208,True,SnpEff_ensembl_TF_ID,,"""ID of the TF""",,,,,,text,True,,
243,208,True,SnpEff_ensembl_TF_binding_effect,,"""effect of TF binding by SnpEff""",,,,,,text,True,,
244,208,True,SnpEff_ensembl_TF_name,,"""name of the TF""",,,,,,text,True,,
245,208,True,SnpEff_ensembl_Transcript_ID,,"""Ensembl transcript IDs corresponding to consequences. Multiple IDs are separated by ""|""""",,,,,,text,True,,
246,208,True,SnpEff_ensembl_Transcript_biotype,,"""biotype of transcript. Multiple biotypes are separated by ""|"" The order corresponds to SnpEff_ensembl_Transcript_ID""",,,,,,text,True,,
247,208,True,SnpEff_ensembl_Warnings,,"""SnpEff warnings. Multiple annotations are separated by ""|"" The order corresponds to SnpEff_ensembl_Transcript_ID""",,,,,,text,True,,
248,208,True,SnpEff_ensembl_cDNA_position/cDNA_len,,"""cDNA position and length as to a transcript. Format: cDNA position/cDNA length Multiple annotations are separated by ""|"" The order corresponds to SnpEff_ensembl_Transcript_ID""",,,,,,text,True,,
249,208,True,SnpEff_ensembl_summary,,"""SnpEff consequence summary with Ensembl as gene model. Format: GeneID(total number of transcripts):consequence#1(number of transcripts affected) consequence#2(number of transcripts affected)... Multiple genes are separated by ""|""""",,,,,,text,True,,
215,208,True,SnpEff_ensembl_GO_biological_process_complete_list_id,SnpEff ensembl GO biological process complete,"The complete GO biological process annotations queried through PANTHER API for IDs corresponding to SnpEff_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO database released 2024-06-17, DOI: 10.5281/zenodo.12173881"
217,208,True,SnpEff_ensembl_GO_cellular_component_complete_list_id,SnpEff ensembl GO cellular component complete,"The complete GO cellular component annotations queried through PANTHER API for IDs corresponding to SnpEff_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO database released 2024-06-17, DOI: 10.5281/zenodo.12173881"
219,208,True,SnpEff_ensembl_GO_molecular_function_complete_list_id,SnpEff ensembl GO molecular function complete,"The complete GO molecular function annotations queried through PANTHER API for IDs corresponding to SnpEff_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO database released 2024-06-17, DOI: 10.5281/zenodo.12173881"
230,208,True,SnpEff_ensembl_PANTHER_GO_SLIM_biological_process_list_id,SnpEff ensembl PANTHER GO-Slim Biological Process,"The PANTHER GO-Slim Biological Process annotations queried through PANTHER API for IDs corresponding to SnpEff_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO release 2024-01-17, released 2024-06-20"
232,208,True,SnpEff_ensembl_PANTHER_GO_SLIM_cellular_component_list_id,SnpEff ensembl PANTHER GO-Slim Cellular Component,"The PANTHER GO-Slim Cellular Component annotations queried through PANTHER API for IDs corresponding to SnpEff_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO release 2024-01-17, released 2024-06-20"
234,208,True,SnpEff_ensembl_PANTHER_GO_SLIM_molecular_function_list_id,SpnEff ensembl PANTHER GO-Slim Molecular Function,"The PANTHER GO-Slim Molecular Function annotations queried through PANTHER API for IDs corresponding to SnpEff_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO release 2024-01-17, released 2024-06-20"
646,208,True,SnpEff_ensembl_PANTHER_protein_class_list_id,SnpEff ensembl PANTHER Protein Class,"The PANTHER Protein Class annotations queried through PANTHER API for IDs corresponding to SnpEff_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of PANTHER Protein Class terms from all genes is shown here.",,,,https://pantherdb.org/panther/category.do?categoryAcc=,,text,True,term_id,"PANTHER UPL 19, released 2024-06-20"
236,208,True,SnpEff_ensembl_PANTHER_pathway_list_id,SnpEff ensembl PANTHER Pathways,"The PANTHER pathway annotations queried through PANTHER API for IDs corresponding to SnpEff_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of PANTHER Pathways from all genes is shown here.",,,,https://pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=,,text,True,term_id,"PANTHER UPL 19, released 2024-06-20"
239,208,True,SnpEff_ensembl_REACTOME_pathway_list_id,SnpEff ensembl Reactome pathways,"The Reactome Pathway annotations queried through PANTHER API for IDs corresponding to SnpEff_ensembl_Gene_ID column. If there is more than one gene ID, a non-redundant list of Reactome Pathways from all genes is shown here.",,,,https://reactome.org/PathwayBrowser/#/,,text,True,term_id,"Reactome database version 86, released 2023-09-07"
250,208,True,SnpEff_refseq_CDS_position/CDS_len,,"""CDS position and length as to a transcript. Format: CDS position/CDS length Multiple annotations are separated by ""|"" The order corresponds to SnpEff_refseq_Transcript_ID""",,,,,,text,True,,
251,208,True,SnpEff_refseq_Distance_to_feature,,"""distance to feature. Multiple annotations are separated by ""|"" The order corresponds to SnpEff_refseq_Transcript_ID""",,,,,,text,True,,
252,208,True,SnpEff_refseq_Effect,,"""SnpEff consequence with RefSeq as gene model. Multiple consequences are separated by ""|"" The order corresponds to SnpEff_refseq_Transcript_ID""",,,,,,text,True,,
253,208,True,SnpEff_refseq_Effect_impact,,"""consequence impacts predicted by SnpEff. Multiple impacts are separated by ""|"" The order corresponds to SnpEff_refseq_Transcript_ID""",,,,,,text,True,,
254,208,True,SnpEff_refseq_Exon_or_intron_rank/total,,"""exon (intron) rank and total number as to a transcript. Format: exon or intron rank / total exon or intron number Multiple annotations are separated by ""|"" The order corresponds to SnpEff_refseq_Transcript_ID""",,,,,,text,True,,
261,208,True,SnpEff_refseq_Gene_ID,,"""RefSeq gene IDs corresponding to transcripts. Multiple IDs are separated by ""|"" The order corresponds to SnpEff_refseq_Transcript_ID""",,,,,,text,True,,
262,208,True,SnpEff_refseq_Gene_name,,"""RefSeq gene names corresponding to transcripts. Multiple gene names are separated by ""|"" The order corresponds to SnpEff_refseq_Transcript_ID""",,,,,,text,True,,
263,208,True,SnpEff_refseq_HGVSc,,"""variant in format of HGVSc. Multiple annotations are separated by ""|"" The order corresponds to SnpEff_refseq_Transcript_ID""",,,,,,text,True,,
264,208,True,SnpEff_refseq_HGVSp,,"""variant in format of HGVSp. Multiple annotations are separated by ""|"" The order corresponds to SnpEff_refseq_Transcript_ID""",,,,,,text,True,,
265,208,True,SnpEff_refseq_LOF/NMD,,"""LOF or NMD by SnpEff.""",,,,,,text,True,,
266,208,True,SnpEff_refseq_LOF/NMD_gene_ID,,"""gene ID corresponding to SnpEff_refseq_LOF/NMD.""",,,,,,text,True,,
267,208,True,SnpEff_refseq_LOF/NMD_gene_name,,"""gene name corresponding to SnpEff_refseq_LOF/NMD.""",,,,,,text,True,,
268,208,True,SnpEff_refseq_LOF/NMD_num_transcripts_affected,,"""number of transcripts affected corresponding to SnpEff_refseq_LOF/NMD.""",,,,,,text,True,,
269,208,True,SnpEff_refseq_LOF/NMD_percent_transcripts_affected,,"""percentage of transcripts affected corresponding to SnpEff_refseq_LOF/NMD.""",,,,,,text,True,,
278,208,True,SnpEff_refseq_Protein_position/Protein_len,,"""protein position and length as to a transcript. Format: protein position/protein length Multiple annotations are separated by ""|"" The order corresponds to SnpEff_refseq_Transcript_ID""",,,,,,text,True,,
281,208,True,SnpEff_refseq_Sequence_feature,,"""SnpEff consequence features. Multiple features are separated by ""|"" The order corresponds to SnpEff_refseq_Transcript_ID""",,,,,,text,True,,
282,208,True,SnpEff_refseq_Sequence_feature_impact,,"""sequence feature impacts predicted by SnpEff. Multiple impacts are separated by ""|"" The order corresponds to SnpEff_refseq_Transcript_ID""",,,,,,text,True,,
283,208,True,SnpEff_refseq_Transcript_ID,,"""RefSeq transcript IDs corresponding to consequences. Multiple IDs are separated by ""|""""",,,,https://www.ncbi.nlm.nih.gov/nuccore/,https://www.ncbi.nlm.nih.gov/nuccore/NM_130386,text,True,,
284,208,True,SnpEff_refseq_Transcript_biotype,,"""biotype of transcript. Multiple biotypes are separated by ""|"" The order corresponds to SnpEff_refseq_Transcript_ID""",,,,,,text,True,,
285,208,True,SnpEff_refseq_Warnings,,"""SnpEff warnings. Multiple annotations are separated by ""|"" The order corresponds to SnpEff_refseq_Transcript_ID""",,,,,,text,True,,
286,208,True,SnpEff_refseq_cDNA_position/cDNA_len,,"""cDNA position and length as to a transcript. Format: cDNA position/cDNA length Multiple annotations are separated by ""|"" The order corresponds to SnpEff_refseq_Transcript_ID""",,,,,,text,True,,
