id,parent_id,leaf,name,label,detail,link,pmid,sort,root_url,sample_url,field_type,keyword_searchable,value_type,version
287,208,True,SnpEff_refseq_summary,,"""SnpEff consequence summary with RefSeq as gene model. Format: GeneID(total number of transcripts):consequence#1(number of transcripts affected) consequence#2(number of transcripts affected)... Multiple genes are separated by ""|""""",,,,,,text,True,,
256,208,True,SnpEff_refseq_GO_biological_process_complete_list_id,SnpEff refseq GO biological process complete,"The complete GO biological process annotations queried through PANTHER API for IDs corresponding to  SnpEff_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO database released 2024-06-17, DOI: 10.5281/zenodo.12173881"
258,208,True,SnpEff_refseq_GO_cellular_component_complete_list_id,SnpEff refseq GO cellular component complete,"The complete GO cellular component annotations queried through PANTHER API for IDs corresponding to SnpEff_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO database released 2024-06-17, DOI: 10.5281/zenodo.12173881"
260,208,True,SnpEff_refseq_GO_molecular_function_complete_list_id,SnpEff refseq GO molecular function complete,"The complete GO cellular component annotations queried through PANTHER API for IDs corresponding to SnpEff_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO database released 2024-06-17, DOI: 10.5281/zenodo.12173881"
271,208,True,SnpEff_refseq_PANTHER_GO_SLIM_biological_process_list_id,SnpEff refseq PANTHER GO-Slim Biological Process,"The PANTHER GO-Slim Biological Process annotations queried through PANTHER API for IDs corresponding to SnpEff_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here..",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO release 2024-01-17, released 2024-06-20"
273,208,True,SnpEff_refseq_PANTHER_GO_SLIM_cellular_component_list_id,SnpEff refseq PANTHER GO-Slim Cellular Component,"The PANTHER GO-Slim Cellular Component annotations queried through PANTHER API for IDs corresponding to SnpEff_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO release 2024-01-17, released 2024-06-20"
275,208,True,SnpEff_refseq_PANTHER_GO_SLIM_molecular_function_list_id,SnpEff refseq PANTHER GO-Slim Molecular Function,"The PANTHER GO-Slim Molecular Function annotations queried through PANTHER API for IDs corresponding to SnpEff_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of GO terms from all genes is shown here.",,,,http://amigo.geneontology.org/amigo/term/,,text,True,term_id,"GO release 2024-01-17, released 2024-06-20"
647,208,True,SnpEff_refseq_PANTHER_protein_class_list_id,SnpEff refseq PANTHER Protein Class,"The PANTHER Protein Class annotations queried through PANTHER API for IDs corresponding to SnpEff_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of PANTHER Protein Class terms from all genes is shown here.",,,,https://pantherdb.org/panther/category.do?categoryAcc=,,text,True,term_id,"PANTHER UPL 19, released 2024-06-20"
277,208,True,SnpEff_refseq_PANTHER_pathway_list_id,SnpEff refseq PANTHER Pathways,"The PANTHER pathway annotations queried through PANTHER API for IDs corresponding to SnpEff_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of PANTHER Pathways from all genes is shown here.",,,,https://pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=,,text,True,term_id,"PANTHER UPL 19, released 2024-06-20"
280,208,True,SnpEff_refseq_REACTOME_pathway_list_id,SnpEff refseq Reactome pathways,"The Reactome Pathway annotations queried through PANTHER API for IDs corresponding to SnpEff_refseq_Transcript_ID column. If there is more than one gene ID, a non-redundant list of Reactome Pathways from all genes is shown here.",,,,https://reactome.org/PathwayBrowser/#/,,text,True,term_id,"Reactome database version 86, released 2023-09-07"
289,288,False,1000Gp3,The 1000 Genome Project Phase 3 (1000Gp3),Allele frequency data catalogued by the whole 1000 genomes phase 3 (1000Gp3) data,https://www.internationalgenome.org/1000-genomes-summary,26432245,,,,,,,The 1000 genome project phase 3 (1000Gp3) - release/20130502/ 
302,288,False,ESP6500,,Exome allele frequencies from the Exome Sequencing Project ESP6500SI-V2 release,http://evs.gs.washington.edu/EVS/,,,,,,,,ESP6500SI-V2 release
309,288,False,ExAC,,Exome allele frequencies from the Exome Aggregation Consortium release 0.3,http://exac.broadinstitute.org/,,,,,,,,Exome allele frequencies from the Exome Aggregation Consortium release 0.3
326,288,False,UK10K,,Total allele count in called genotypes in UK10K cohort.,https://www.uk10k.org/studies/cohorts.html,,,,,,,,UK10K_COHORT.20140722
330,288,False,gnomAD,,"Exome and whole genome allele frequencies from the Genome Aggregation Database (123,136 exomes and 15,496 whole genomes)",http://gnomad.broadinstitute.org/,32461654,,,,,,,r2.1.1 exomes and  v3.1 genomes
290,289,True,1000Gp3_AC,,"""Alternative allele counts in the whole 1000 genomes phase 3 (1000Gp3) data.""",,,,,,long,,,
291,289,True,1000Gp3_AF,,"""Alternative allele frequency in the whole 1000Gp3 data.""",,,,,,float,,,
292,289,True,1000Gp3_AFR_AC,,"""Alternative allele counts in the 1000Gp3 African descendent samples.""",,,,,,long,,,
293,289,True,1000Gp3_AFR_AF,,"""Alternative allele frequency in the 1000Gp3 African descendent samples.""",,,,,,float,,,
294,289,True,1000Gp3_AMR_AC,,"""Alternative allele counts in the 1000Gp3 American descendent samples.""",,,,,,long,,,
295,289,True,1000Gp3_AMR_AF,,"""Alternative allele frequency in the 1000Gp3 American descendent samples.""",,,,,,float,,,
296,289,True,1000Gp3_EAS_AC,,"""Alternative allele counts in the 1000Gp3 East Asian descendent samples.""",,,,,,long,,,
297,289,True,1000Gp3_EAS_AF,,"""Alternative allele frequency in the 1000Gp3 East Asian descendent samples.""",,,,,,float,,,
298,289,True,1000Gp3_EUR_AC,,"""Alternative allele counts in the 1000Gp3 European descendent samples.""",,,,,,long,,,
299,289,True,1000Gp3_EUR_AF,,"""Alternative allele frequency in the 1000Gp3 European descendent samples.""",,,,,,float,,,
300,289,True,1000Gp3_SAS_AC,,"""Alternative allele counts in the 1000Gp3 South Asian descendent samples.""",,,,,,long,,,
301,289,True,1000Gp3_SAS_AF,,"""Alternative allele frequency in the 1000Gp3 South Asian descendent samples.""",,,,,,float,,,
303,302,True,ESP6500_AA_AC,,"""Alternative allele counts in the African American samples of the NHLBI GO Exome Sequencing Project (ESP6500 data set).""",,,,,,long,,,
304,302,True,ESP6500_AA_AF,,"""Alternative allele frequency in the African American samples of the NHLBI GO Exome Sequencing Project (ESP6500 data set).""",,,,,,float,,,
305,302,True,ESP6500_AC,,"""Alternative allele counts in the combined African/European American samples of the NHLBI GO Exome Sequencing Project (ESP6500 data set).""",,,,,,long,,,
306,302,True,ESP6500_AF,,"""Alternative allele frequency in the combined African/European American samples of the NHLBI GO Exome Sequencing Project (ESP6500 data set).""",,,,,,float,,,
307,302,True,ESP6500_EA_AC,,"""Alternative allele counts in the European American samples of the NHLBI GO Exome Sequencing Project (ESP6500 data set).""",,,,,,long,,,
308,302,True,ESP6500_EA_AF,,"""Alternative allele frequency in the European American samples of the NHLBI GO Exome Sequencing Project (ESP6500 data set).""",,,,,,float,,,
310,309,True,ExAC_AC,,"""Allele count in total ExAC samples (60,706 samples)""",,,,,,long,,,
311,309,True,ExAC_AF,,"""Allele frequency in total ExAC samples""",,,,,,float,,,
312,309,True,ExAC_AFR_AC,,"""Adjusted Alt allele counts (DP >= 10 & GQ >= 20) in African & African American ExAC samples""",,,,,,long,,,
313,309,True,ExAC_AFR_AF,,"""Adjusted Alt allele frequency (DP >= 10 & GQ >= 20) in African & African American ExAC samples""",,,,,,float,,,
314,309,True,ExAC_AMR_AC,,"""Adjusted Alt allele counts (DP >= 10 & GQ >= 20) in American ExAC samples""",,,,,,long,,,
315,309,True,ExAC_AMR_AF,,"""Adjusted Alt allele frequency (DP >= 10 & GQ >= 20) in American ExAC samples""",,,,,,float,,,
316,309,True,ExAC_Adj_AC,,"""Adjusted Alt allele counts (DP >= 10 & GQ >= 20) in total ExAC samples""",,,,,,long,,,
317,309,True,ExAC_Adj_AF,,"""Adjusted Alt allele frequency (DP >= 10 & GQ >= 20) in total ExAC samples""",,,,,,float,,,
318,309,True,ExAC_EAS_AC,,"""Adjusted Alt allele counts (DP >= 10 & GQ >= 20) in East Asian ExAC samples""",,,,,,long,,,
319,309,True,ExAC_EAS_AF,,"""Adjusted Alt allele frequency (DP >= 10 & GQ >= 20) in East Asian ExAC samples""",,,,,,text,True,,
320,309,True,ExAC_FIN_AC,,"""Adjusted Alt allele counts (DP >= 10 & GQ >= 20) in Finnish ExAC samples""",,,,,,long,,,
321,309,True,ExAC_FIN_AF,,"""Adjusted Alt allele frequency (DP >= 10 & GQ >= 20) in Finnish ExAC samples""",,,,,,text,True,,
322,309,True,ExAC_NFE_AC,,"""Adjusted Alt allele counts (DP >= 10 & GQ >= 20) in Non-Finnish European ExAC samples""",,,,,,long,,,
323,309,True,ExAC_NFE_AF,,"""Adjusted Alt allele frequency (DP >= 10 & GQ >= 20) in Non-Finnish European ExAC samples""",,,,,,float,,,
324,309,True,ExAC_SAS_AC,,"""Adjusted Alt allele counts (DP >= 10 & GQ >= 20) in South Asian ExAC samples""",,,,,,long,,,
325,309,True,ExAC_SAS_AF,,"""Adjusted Alt allele frequency (DP >= 10 & GQ >= 20) in South Asian ExAC samples""",,,,,,float,,,
327,326,True,UK10K_AC,,"""Alternative allele count in called genotypes in UK10K cohorts.""",,,,,,long,,,
328,326,True,UK10K_AF,,"""Alternative allele frequency in called genotypes in UK10K cohorts.""",,,,,,float,,,
329,326,True,UK10K_AN,,"""Total allele count in called genotypes in UK10K cohorts.""",,,,,,long,,,
331,330,True,gnomAD_exomes_AC,,"""Alternative allele count in the whole gnomAD exome samples (125,748 samples)""",,,,,,long,,,
332,330,True,gnomAD_exomes_AF,,"""Alternative allele frequency in the whole gnomAD exome samples (125,748 samples)""",,,,,,float,,,
333,330,True,gnomAD_exomes_AFR_AC,,"""Alternative allele count in the African/African American gnomAD exome samples (8,128 samples)""",,,,,,long,,,
334,330,True,gnomAD_exomes_AFR_AF,,"""Alternative allele frequency in the African/African American gnomAD exome samples (8,128 samples)""",,,,,,float,,,
335,330,True,gnomAD_exomes_AFR_AN,,"""Total allele count in the African/African American gnomAD exome samples (8,128 samples)""",,,,,,long,,,
336,330,True,gnomAD_exomes_AFR_nhomalt,,"""Count of individuals with homozygous alternative allele in the African/African American gnomAD exome samples (8,128 samples)""",,,,,,long,,,
337,330,True,gnomAD_exomes_AMR_AC,,"""Alternative allele count in the Latino gnomAD exome samples (17,296 samples)""",,,,,,long,,,
338,330,True,gnomAD_exomes_AMR_AF,,"""Alternative allele frequency in the Latino gnomAD exome samples (17,296 samples)""",,,,,,float,,,
339,330,True,gnomAD_exomes_AMR_AN,,"""Total allele count in the Latino gnomAD exome samples (17,296 samples)""",,,,,,long,,,
340,330,True,gnomAD_exomes_AMR_nhomalt,,"""Count of individuals with homozygous alternative allele in the Latino gnomAD exome samples (17,296 samples)""",,,,,,long,,,
341,330,True,gnomAD_exomes_AN,,"""Total allele count in the whole gnomAD exome samples (125,748 samples)""",,,,,,long,,,
342,330,True,gnomAD_exomes_ASJ_AC,,"""Alternative allele count in the Ashkenazi Jewish gnomAD exome samples (5,040 samples)""",,,,,,long,,,
343,330,True,gnomAD_exomes_ASJ_AF,,"""Alternative allele frequency in the Ashkenazi Jewish gnomAD exome samples (5,040 samples)""",,,,,,text,True,,
344,330,True,gnomAD_exomes_ASJ_AN,,"""Total allele count in the Ashkenazi Jewish gnomAD exome samples (5,040 samples)""",,,,,,long,,,
345,330,True,gnomAD_exomes_ASJ_nhomalt,,"""Count of individuals with homozygous alternative allele in the Ashkenazi Jewish gnomAD exome samples (5,040 samples)""",,,,,,long,,,
346,330,True,gnomAD_exomes_EAS_AC,,"""Alternative allele count in the East Asian gnomAD exome samples (9,197 samples)""",,,,,,long,,,
347,330,True,gnomAD_exomes_EAS_AF,,"""Alternative allele frequency in the East Asian gnomAD exome samples (9,197 samples)""",,,,,,text,True,,
348,330,True,gnomAD_exomes_EAS_AN,,"""Total allele count in the East Asian gnomAD exome samples (9,197 samples)""",,,,,,long,,,
349,330,True,gnomAD_exomes_EAS_nhomalt,,"""Count of individuals with homozygous alternative allele in the East Asian gnomAD exome samples (9,197 samples)""",,,,,,long,,,
350,330,True,gnomAD_exomes_FIN_AC,,"""Alternative allele count in the Finnish gnomAD exome samples (10,824 samples)""",,,,,,long,,,
351,330,True,gnomAD_exomes_FIN_AF,,"""Alternative allele frequency in the Finnish gnomAD exome samples (10,824 samples)""",,,,,,text,True,,
352,330,True,gnomAD_exomes_FIN_AN,,"""Total allele count in the Finnish gnomAD exome samples (10,824 samples)""",,,,,,long,,,
353,330,True,gnomAD_exomes_FIN_nhomalt,,"""Count of individuals with homozygous alternative allele in the Finnish gnomAD exome samples (10,824 samples)""",,,,,,long,,,
354,330,True,gnomAD_exomes_NFE_AC,,"""Alternative allele count in the Non-Finnish European gnomAD exome samples (56,885 samples)""",,,,,,long,,,
355,330,True,gnomAD_exomes_NFE_AF,,"""Alternative allele frequency in the Non-Finnish European gnomAD exome samples (56,885 samples)""",,,,,,float,,,
356,330,True,gnomAD_exomes_NFE_AN,,"""Total allele count in the Non-Finnish European gnomAD exome samples (56,885 samples)""",,,,,,long,,,
357,330,True,gnomAD_exomes_NFE_nhomalt,,"""Count of individuals with homozygous alternative allele in the Non-Finnish European gnomAD exome samples (56,885 samples)""",,,,,,long,,,
358,330,True,gnomAD_exomes_POPMAX_AC,,"""Allele count in the population with the maximum AF""",,,,,,long,,,
359,330,True,gnomAD_exomes_POPMAX_AF,,"""Maximum allele frequency across populations (excluding samples of Ashkenazi, Finnish, and indeterminate ancestry)""",,,,,,text,True,,
360,330,True,gnomAD_exomes_POPMAX_AN,,"""Total number of alleles in the population with the maximum AF""",,,,,,long,,,
361,330,True,gnomAD_exomes_POPMAX_nhomalt,,"""Count of homozygous individuals in the population with the maximum allele frequency""",,,,,,long,,,
362,330,True,gnomAD_exomes_SAS_AC,,"""Alternative allele count in the South Asian gnomAD exome samples (15,308 samples)""",,,,,,long,,,
363,330,True,gnomAD_exomes_SAS_AF,,"""Alternative allele frequency in the South Asian gnomAD exome samples (15,308 samples)""",,,,,,float,,,
364,330,True,gnomAD_exomes_SAS_AN,,"""Total allele count in the South Asian gnomAD exome samples (15,308 samples)""",,,,,,long,,,
365,330,True,gnomAD_exomes_SAS_nhomalt,,"""Count of individuals with homozygous alternative allele in the South Asian gnomAD exome samples (15,308 samples)""",,,,,,long,,,
366,330,True,gnomAD_exomes_controls_AC,,"""Alternative allele count in the controls subset of whole gnomAD exome samples (54,704 samples)""",,,,,,long,,,
367,330,True,gnomAD_exomes_controls_AF,,"""Alternative allele frequency in the controls subset of whole gnomAD exome samples (54,704 samples)""",,,,,,float,,,
368,330,True,gnomAD_exomes_controls_AFR_AC,,"""Alternative allele count in the controls subset of African/African American gnomAD exome samples (3,582 samples)""",,,,,,long,,,
369,330,True,gnomAD_exomes_controls_AFR_AF,,"""Alternative allele frequency in the controls subset of African/African American gnomAD exome samples (3,582 samples)""",,,,,,float,,,
370,330,True,gnomAD_exomes_controls_AFR_AN,,"""Total allele count in the controls subset of African/African American gnomAD exome samples (3,582 samples)""",,,,,,long,,,
371,330,True,gnomAD_exomes_controls_AFR_nhomalt,,"""Count of individuals with homozygous alternative allele in the controls subset of African/African American gnomAD exome samples (3,582 samples)""",,,,,,long,,,
372,330,True,gnomAD_exomes_controls_AMR_AC,,"""Alternative allele count in the controls subset of Latino gnomAD exome samples (8,556 samples)""",,,,,,long,,,
373,330,True,gnomAD_exomes_controls_AMR_AF,,"""Alternative allele frequency in the controls subset of Latino gnomAD exome samples (8,556 samples)""",,,,,,float,,,
374,330,True,gnomAD_exomes_controls_AMR_AN,,"""Total allele count in the controls subset of Latino gnomAD exome samples (8,556 samples)""",,,,,,long,,,
375,330,True,gnomAD_exomes_controls_AMR_nhomalt,,"""Count of individuals with homozygous alternative allele in the controls subset of Latino gnomAD exome samples (8,556 samples)""",,,,,,long,,,
376,330,True,gnomAD_exomes_controls_AN,,"""Total allele count in the controls subset of whole gnomAD exome samples (54,704 samples)""",,,,,,long,,,
377,330,True,gnomAD_exomes_controls_ASJ_AC,,"""Alternative allele count in the controls subset of Ashkenazi Jewish gnomAD exome samples (1,160 samples)""",,,,,,long,,,
378,330,True,gnomAD_exomes_controls_ASJ_AF,,"""Alternative allele frequency in the controls subset of Ashkenazi Jewish gnomAD exome samples (1,160 samples)""",,,,,,text,True,,
379,330,True,gnomAD_exomes_controls_ASJ_AN,,"""Total allele count in the controls subset of Ashkenazi Jewish gnomAD exome samples (1,160 samples)""",,,,,,long,,,
380,330,True,gnomAD_exomes_controls_ASJ_nhomalt,,"""Count of individuals with homozygous alternative allele in the controls subset of Ashkenazi Jewish gnomAD exome samples (1,160 samples)""",,,,,,long,,,
381,330,True,gnomAD_exomes_controls_EAS_AC,,"""Alternative allele count in the controls subset of East Asian gnomAD exome samples (4,523 samples)""",,,,,,long,,,
382,330,True,gnomAD_exomes_controls_EAS_AF,,"""Alternative allele frequency in the controls subset of East Asian gnomAD exome samples (4,523 samples)""",,,,,,text,True,,
383,330,True,gnomAD_exomes_controls_EAS_AN,,"""Total allele count in the controls subset of East Asian gnomAD exome samples (4,523 samples)""",,,,,,long,,,
384,330,True,gnomAD_exomes_controls_EAS_nhomalt,,"""Count of individuals with homozygous alternative allele in the controls subset of East Asian gnomAD exome samples (4,523 samples)""",,,,,,long,,,
385,330,True,gnomAD_exomes_controls_FIN_AC,,"""Alternative allele count in the controls subset of Finnish gnomAD exome samples (6,697 samples)""",,,,,,long,,,
386,330,True,gnomAD_exomes_controls_FIN_AF,,"""Alternative allele frequency in the controls subset of Finnish gnomAD exome samples (6,697 samples)""",,,,,,text,True,,
387,330,True,gnomAD_exomes_controls_FIN_AN,,"""Total allele count in the controls subset of Finnish gnomAD exome samples (6,697 samples)""",,,,,,long,,,
388,330,True,gnomAD_exomes_controls_FIN_nhomalt,,"""Count of individuals with homozygous alternative allele in the controls subset of Finnish gnomAD exome samples (6,697 samples)""",,,,,,long,,,
389,330,True,gnomAD_exomes_controls_NFE_AC,,"""Alternative allele count in the controls subset of Non-Finnish European gnomAD exome samples (21,384 samples)""",,,,,,long,,,
390,330,True,gnomAD_exomes_controls_NFE_AF,,"""Alternative allele frequency in the controls subset of Non-Finnish European gnomAD exome samples (21,384 samples)""",,,,,,float,,,
391,330,True,gnomAD_exomes_controls_NFE_AN,,"""Total allele count in the controls subset of Non-Finnish European gnomAD exome samples (21,384 samples)""",,,,,,long,,,
392,330,True,gnomAD_exomes_controls_NFE_nhomalt,,"""Count of individuals with homozygous alternative allele in the controls subset of Non-Finnish European gnomAD exome samples (21,384 samples)""",,,,,,long,,,
393,330,True,gnomAD_exomes_controls_POPMAX_AC,,"""Allele count in the controls subset of population with the maximum AF""",,,,,,long,,,
394,330,True,gnomAD_exomes_controls_POPMAX_AF,,"""Maximum allele frequency across populations (excluding samples of Ashkenazi, Finnish, and indeterminate ancestry) in the controls subset""",,,,,,text,True,,
395,330,True,gnomAD_exomes_controls_POPMAX_AN,,"""Total number of alleles in the controls subset of population with the maximum AF""",,,,,,long,,,
396,330,True,gnomAD_exomes_controls_POPMAX_nhomalt,,"""Count of homozygous individuals in the controls subset of population with the maximum allele frequency""",,,,,,long,,,
397,330,True,gnomAD_exomes_controls_SAS_AC,,"""Alternative allele count in the controls subset of South Asian gnomAD exome samples (7,845 samples)""",,,,,,long,,,
398,330,True,gnomAD_exomes_controls_SAS_AF,,"""Alternative allele frequency in the controls subset of South Asian gnomAD exome samples (7,845 samples)""",,,,,,float,,,
399,330,True,gnomAD_exomes_controls_SAS_AN,,"""Total allele count in the controls subset of South Asian gnomAD exome samples (7,845 samples)""",,,,,,long,,,
400,330,True,gnomAD_exomes_controls_SAS_nhomalt,,"""Count of individuals with homozygous alternative allele in the controls subset of South Asian gnomAD exome samples (7,845 samples)""",,,,,,long,,,
401,330,True,gnomAD_exomes_controls_nhomalt,,"""Count of individuals with homozygous alternative allele in the controls subset of whole gnomAD exome samples (54,704 samples)""",,,,,,long,,,
402,330,True,gnomAD_exomes_flag,,"""information from gnomAD exome data indicating whether the variant falling within low-complexity (lcr) or segmental duplication (segdup) or decoy regions. The flag can be either ""."" for high-quality PASS or not reported/polymorphic in gnomAD exomes, ""lcr"" for within lcr, ""segdup"" for within segdup, or ""decoy"" for with decoy region.""",,,,,,text,True,,
403,330,True,gnomAD_exomes_nhomalt,,"""Count of individuals with homozygous alternative allele in the whole gnomAD exome samples (125,748 samples)""",,,,,,long,,,
404,330,True,gnomAD_genomes_AC,,"""Alternative allele count in the whole gnomAD genome samples v3.1""",,,,,,long,,,
405,330,True,gnomAD_genomes_AF,,"""Alternative allele frequency in the whole gnomAD genome samples v3.1""",,,,,,float,,,
406,330,True,gnomAD_genomes_AFR_AC,,"""Alternative allele count in the African/African American gnomAD genome samples v3.1""",,,,,,long,,,
407,330,True,gnomAD_genomes_AFR_AF,,"""Alternative allele frequency in the African/African American gnomAD genome samples v3.1""",,,,,,float,,,
408,330,True,gnomAD_genomes_AFR_AN,,"""Total allele count in the African/African American gnomAD genome samples v3.1""",,,,,,long,,,
409,330,True,gnomAD_genomes_AFR_nhomalt,,"""Count of individuals with homozygous alternative allele in the African/African American gnomAD genome samples v3.1""",,,,,,long,,,
410,330,True,gnomAD_genomes_AMR_AC,,"""Alternative allele count in the Latino gnomAD genome samples v3.1""",,,,,,long,,,
411,330,True,gnomAD_genomes_AMR_AF,,"""Alternative allele frequency in the Latino gnomAD genome samples v3.1""",,,,,,text,True,,
412,330,True,gnomAD_genomes_AMR_AN,,"""Total allele count in the Latino gnomAD genome samples v3.1""",,,,,,long,,,
413,330,True,gnomAD_genomes_AMR_nhomalt,,"""Count of individuals with homozygous alternative allele in the Latino gnomAD genome samples v3.1""",,,,,,long,,,
414,330,True,gnomAD_genomes_AN,,"""Total allele count in the whole gnomAD genome samples v3.1""",,,,,,long,,,
415,330,True,gnomAD_genomes_ASJ_AC,,"""Alternative allele count in the Ashkenazi Jewish gnomAD genome samples v3.1""",,,,,,long,,,
416,330,True,gnomAD_genomes_ASJ_AF,,"""Alternative allele frequency in the Ashkenazi Jewish gnomAD genome samples v3.1""",,,,,,text,True,,
417,330,True,gnomAD_genomes_ASJ_AN,,"""Total allele count in the Ashkenazi Jewish gnomAD genome samples v3.1""",,,,,,long,,,
418,330,True,gnomAD_genomes_ASJ_nhomalt,,"""Count of individuals with homozygous alternative allele in the Ashkenazi Jewish gnomAD genome samples v3.1""",,,,,,long,,,
419,330,True,gnomAD_genomes_EAS_AC,,"""Alternative allele count in the East Asian gnomAD genome samples v3.1""",,,,,,long,,,
420,330,True,gnomAD_genomes_EAS_AF,,"""Alternative allele frequency in the East Asian gnomAD genome samples v3.1""",,,,,,text,True,,
421,330,True,gnomAD_genomes_EAS_AN,,"""Total allele count in the East Asian gnomAD genome samples v3.1""",,,,,,long,,,
422,330,True,gnomAD_genomes_EAS_nhomalt,,"""Count of individuals with homozygous alternative allele in the East Asian gnomAD genome samples v3.1""",,,,,,long,,,
423,330,True,gnomAD_genomes_FIN_AC,,"""Alternative allele count in the Finnish gnomAD genome samples v3.1""",,,,,,long,,,
424,330,True,gnomAD_genomes_FIN_AF,,"""Alternative allele frequency in the Finnish gnomAD genome samples v3.1""",,,,,,text,True,,
425,330,True,gnomAD_genomes_FIN_AN,,"""Total allele count in the Finnish gnomAD genome samples v3.1""",,,,,,long,,,
426,330,True,gnomAD_genomes_FIN_nhomalt,,"""Count of individuals with homozygous alternative allele in the Finnish gnomAD genome samples v3.1""",,,,,,long,,,
427,330,True,gnomAD_genomes_NFE_AC,,"""Alternative allele count in the Non-Finnish European gnomAD genome samples v3.1""",,,,,,long,,,
428,330,True,gnomAD_genomes_NFE_AF,,"""Alternative allele frequency in the Non-Finnish European gnomAD genome samples v3.1""",,,,,,float,,,
429,330,True,gnomAD_genomes_NFE_AN,,"""Total allele count in the Non-Finnish European gnomAD genome samples v3.1""",,,,,,long,,,
430,330,True,gnomAD_genomes_NFE_nhomalt,,"""Count of individuals with homozygous alternative allele in the Non-Finnish European gnomAD genome samples v3.1""",,,,,,long,,,
431,330,True,gnomAD_genomes_POPMAX_AC,,"""Allele count in the population with the maximum AF""",,,,,,long,,,
432,330,True,gnomAD_genomes_POPMAX_AF,,"""Maximum allele frequency across populations v3.1""",,,,,,text,True,,
433,330,True,gnomAD_genomes_POPMAX_AN,,"""Total number of alleles in the population with the maximum AF""",,,,,,long,,,
434,330,True,gnomAD_genomes_POPMAX_nhomalt,,"""Count of homozygous individuals in the population with the maximum allele frequency""",,,,,,long,,,
467,330,True,gnomAD_genomes_flag,,"""information from gnomAD genome data indicating whether the variant falling within low-complexity v3.1 or decoy regions. The flag can be either ""."" for high-quality PASS or not reported/polymorphic in gnomAD exomes, ""lcr"" for within lcr, ""segdup"" for within segdup, or ""decoy"" for with decoy region.""",,,,,,text,True,,
468,330,True,gnomAD_genomes_nhomalt,,"""Count of individuals with homozygous alternative allele in the whole gnomAD genome samples v3.1""",,,,,,long,,,
470,469,False,clinvar,,DNA variants related to human diseases/phenotypes,https://www.ncbi.nlm.nih.gov/clinvar/,31777943,,,,,,,4/25/2022
480,469,False,COSMIC,,Catalogue Of Somatic Mutations In Cancer--Somatic coding variants discovered in cancer,https://cancer.sanger.ac.uk/cosmic/,30371878,,,,,,,v90
483,469,False,GWAS_catalog,,DNA variants associated with human diseases/phenotypes discovered in GWAS Catalogue.,https://www.genome.gov/gwastudies/,,,,,,,,e105_r2022-04-07
488,469,False,GRASP2,,"Genome-Wide Repository of Associations Between SNPs and Phenotypes -- DNA variants associated with human diseases/phenotypes discovered in GWAS studies, including eQTLs and other quantitative trait scans",https://grasp.nhlbi.nih.gov/Overview.aspx,24931982,,,,,,,
471,470,True,clinvar_MedGen_id,,"""MedGen ID of the trait/disease the clinvar_trait referring to""",,,,,,text,True,,
472,470,True,clinvar_OMIM_id,,"""OMIM ID of the trait/disease the clinvar_trait referring to""",,,,,,text,True,,
473,470,True,clinvar_Orphanet_id,,"""Orphanet ID of the trait/disease the clinvar_trait referring to""",,,,,,text,True,,
474,470,True,clinvar_clnsig,,"""clinical significance by clinvar Possible values: Benign, Likely_benign, Likely_pathogenic, Pathogenic, drug_response, histocompatibility. A negative score means the score is for the ref allele""",,,,,,text,True,,
475,470,True,clinvar_hgvs,,"""variant in HGVS format""",,,,,,text,True,,
476,470,True,clinvar_id,,"""clinvar variation ID""",,,,,,text,True,,
477,470,True,clinvar_review,,"""ClinVar Review Status summary Possible values:  no assertion criteria provided, criteria provided, single submitter, criteria provided, multiple submitters, no conflicts, reviewed by expert panel, practice guideline""",,,,,,text,True,,
478,470,True,clinvar_trait,,"""the trait/disease the clinvar_clnsig referring to""",,,,,,text,True,,
479,470,True,clinvar_var_source,,"""source of the variant""",,,,,,text,True,,
481,480,True,COSMIC_CNT,,"""number of samples having this SNV in the COSMIC database""",,,,,,long,,,
482,480,True,COSMIC_ID,,"""ID of the SNV at the COSMIC (Catalogue Of Somatic Mutations In Cancer) database""",,,,,,text,True,,
484,483,True,GWAS_catalog_OR,,"""reported odds ratio associated with strongest risk allele""",,,,,,float,,,
485,483,True,GWAS_catalog_pubmedid,,"""pubmedid of the paper describing the association Please note the association is determined by rs number only, may refer to a different allele""",,,,,,text,True,,
